0. predicted: cord, actual: cord
2795. predicted: formation, actual: product
2796. predicted: cord, actual: product
2797. predicted: formation, actual: product
2798. predicted: cord, actual: product
2799. predicted: cord, actual: product
2800. predicted: cord, actual: product
0.197072474116387
2801. predicted: formation, actual: product
2802. predicted: cord, actual: product
2803. predicted: formation, actual: product
2804. predicted: formation, actual: product
2805. predicted: product, actual: product
2806. predicted: formation, actual: product
2807. predicted: cord, actual: product
2808. predicted: cord, actual: product
2809. predicted: formation, actual: product
2810. predicted: formation, actual: product
2811. predicted: formation, actual: product
2812. predicted: formation, actual: product
2813. predicted: cord, actual: product
2814. predicted: cord, actual: product
2815. predicted: cord, actual: product
2816. predicted: cord, actual: product
2817. predicted: cord, actual: product
2818. predicted: cord, actual: product
2819. predicted: formation, actual: product
2820. predicted: formation, actual: product
2821. predicted: text, actual: product
2822. predicted: formation, actual: product
2823. predicted: text, actual: product
2824. predicted: text, actual: product
2825. predicted: formation, actual: product
2826. predicted: cord, actual: product
2827. predicted: formation, actual: product
2828. predicted: cord, actual: product
2829. predicted: cord, actual: product
2830. predicted: formation, actual: product
2831. predicted: formation, actual: product
2832. predicted: cord, actual: product
2833. predicted: cord, actual: product
2834. predicted: text, actual: product
2835. predicted: text, actual: product
2836. predicted: formation, actual: product
2837. predicted: formation, actual: product
2838. predicted: formation, actual: product
2839. predicted: cord, actual: product
2840. predicted: cord, actual: product
2841. predicted: formation, actual: product
2842. predicted: cord, actual: product
2843. predicted: formation, actual: product
2844. predicted: cord, actual: product
2845. predicted: formation, actual: product
2846. predicted: cord, actual: product
2847. predicted: text, actual: product
2848. predicted: cord, actual: product
2849. predicted: formation, actual: product
2850. predicted: cord, actual: product
2851. predicted: cord, actual: product
2852. predicted: cord, actual: product
2853. predicted: cord, actual: product
2854. predicted: formation, actual: product
2855. predicted: formation, actual: product
2856. predicted: cord, actual: product
2857. predicted: cord, actual: product
2858. predicted: cord, actual: product
2859. predicted: formation, actual: product
2860. predicted: formation, actual: product
2861. predicted: cord, actual: product
2862. predicted: cord, actual: product
2863. predicted: formation, actual: product
2864. predicted: formation, actual: product
2865. predicted: formation, actual: product
2866. predicted: cord, actual: product
2867. predicted: cord, actual: product
2868. predicted: text, actual: product
2869. predicted: cord, actual: product
2870. predicted: formation, actual: product
2871. predicted: cord, actual: product
2872. predicted: cord, actual: product
2873. predicted: cord, actual: product
2874. predicted: cord, actual: product
2875. predicted: text, actual: product
2876. predicted: formation, actual: product
2877. predicted: cord, actual: product
2878. predicted: formation, actual: product
2879. predicted: cord, actual: product
2880. predicted: cord, actual: product
2881. predicted: formation, actual: product
2882. predicted: text, actual: product
2883. predicted: product, actual: product
2884. predicted: formation, actual: product
2885. predicted: text, actual: product
2886. predicted: cord, actual: product
2887. predicted: cord, actual: product
2888. predicted: formation, actual: product
2889. predicted: formation, actual: product
2890. predicted: formation, actual: product
2891. predicted: cord, actual: product
2892. predicted: cord, actual: product
2893. predicted: formation, actual: product
2894. predicted: formation, actual: product
2895. predicted: cord, actual: product
2896. predicted: cord, actual: product
2897. predicted: phone, actual: product
2898. predicted: text, actual: product
2899. predicted: cord, actual: product
2900. predicted: formation, actual: product
0.1909686315063771
2901. predicted: formation, actual: product
2902. predicted: cord, actual: product
2903. predicted: product, actual: product
2904. predicted: cord, actual: product
2905. predicted: cord, actual: product
2906. predicted: cord, actual: product
2907. predicted: cord, actual: product
2908. predicted: cord, actual: product
2909. predicted: formation, actual: product
2910. predicted: formation, actual: product
2911. predicted: text, actual: product
2912. predicted: cord, actual: product
2913. predicted: text, actual: product
2914. predicted: text, actual: product
2915. predicted: cord, actual: product
2916. predicted: formation, actual: product
2917. predicted: text, actual: product
2918. predicted: text, actual: product
2919. predicted: text, actual: product
2920. predicted: product, actual: product
2921. predicted: formation, actual: product
2922. predicted: cord, actual: product
2923. predicted: cord, actual: product
2924. predicted: text, actual: product
2925. predicted: formation, actual: product
2926. predicted: cord, actual: product
2927. predicted: formation, actual: product
2928. predicted: formation, actual: product
2929. predicted: formation, actual: product
2930. predicted: formation, actual: product
2931. predicted: formation, actual: product
2932. predicted: text, actual: product
2933. predicted: formation, actual: product
2934. predicted: text, actual: product
2935. predicted: cord, actual: product
2936. predicted: product, actual: product
2937. predicted: formation, actual: product
2938. predicted: text, actual: product
2939. predicted: text, actual: product
2940. predicted: formation, actual: product
2941. predicted: phone, actual: product
2942. predicted: formation, actual: product
2943. predicted: cord, actual: product
2944. predicted: cord, actual: product
2945. predicted: text, actual: product
2946. predicted: formation, actual: product
2947. predicted: cord, actual: product
2948. predicted: formation, actual: product
2949. predicted: text, actual: product
2950. predicted: text, actual: product
2951. predicted: text, actual: product
2952. predicted: phone, actual: product
2953. predicted: cord, actual: product
2954. predicted: cord, actual: product
2955. predicted: cord, actual: product
2956. predicted: cord, actual: product
2957. predicted: cord, actual: product
2958. predicted: formation, actual: product
2959. predicted: formation, actual: product
2960. predicted: formation, actual: product
2961. predicted: formation, actual: product
2962. predicted: formation, actual: product
2963. predicted: cord, actual: product
2964. predicted: formation, actual: product
2965. predicted: cord, actual: product
2966. predicted: text, actual: product
2967. predicted: text, actual: product
2968. predicted: formation, actual: product
2969. predicted: formation, actual: product
2970. predicted: text, actual: product
2971. predicted: formation, actual: product
2972. predicted: cord, actual: product
2973. predicted: cord, actual: product
2974. predicted: cord, actual: product
2975. predicted: cord, actual: product
2976. predicted: formation, actual: product
2977. predicted: cord, actual: product
2978. predicted: cord, actual: product
2979. predicted: text, actual: product
2980. predicted: cord, actual: product
2981. predicted: text, actual: product
2982. predicted: cord, actual: product
2983. predicted: formation, actual: product
2984. predicted: product, actual: product
2985. predicted: cord, actual: product
2986. predicted: cord, actual: product
2987. predicted: cord, actual: product
2988. predicted: formation, actual: product
2989. predicted: formation, actual: product
2990. predicted: cord, actual: product
2991. predicted: text, actual: product
2992. predicted: cord, actual: product
2993. predicted: formation, actual: product
2994. predicted: formation, actual: product
2995. predicted: text, actual: product
2996. predicted: formation, actual: product
2997. predicted: formation, actual: product
2998. predicted: formation, actual: product
2999. predicted: text, actual: product
3000. predicted: cord, actual: product
0.18593802065978007
3001. predicted: formation, actual: product
3002. predicted: cord, actual: product
3003. predicted: cord, actual: product
3004. predicted: cord, actual: product
3005. predicted: text, actual: product
3006. predicted: formation, actual: product
3007. predicted: cord, actual: product
3008. predicted: formation, actual: product
3009. predicted: product, actual: product
3010. predicted: formation, actual: product
3011. predicted: text, actual: product
3012. predicted: formation, actual: product
3013. predicted: formation, actual: product
3014. predicted: text, actual: product
3015. predicted: cord, actual: product
3016. predicted: text, actual: product
3017. predicted: formation, actual: product
3018. predicted: formation, actual: product
3019. predicted: formation, actual: product
3020. predicted: formation, actual: product
3021. predicted: formation, actual: product
3022. predicted: cord, actual: product
3023. predicted: formation, actual: product
3024. predicted: cord, actual: product
3025. predicted: cord, actual: product
3026. predicted: formation, actual: product
3027. predicted: text, actual: product
3028. predicted: cord, actual: product
3029. predicted: cord, actual: product
3030. predicted: formation, actual: product
3031. predicted: formation, actual: product
3032. predicted: cord, actual: product
3033. predicted: cord, actual: product
3034. predicted: cord, actual: product
3035. predicted: formation, actual: product
3036. predicted: cord, actual: product
3037. predicted: formation, actual: product
3038. predicted: cord, actual: product
3039. predicted: cord, actual: product
3040. predicted: cord, actual: product
3041. predicted: text, actual: product
3042. predicted: formation, actual: product
3043. predicted: cord, actual: product
3044. predicted: cord, actual: product
3045. predicted: formation, actual: product
3046. predicted: text, actual: product
3047. predicted: cord, actual: product
3048. predicted: cord, actual: product
3049. predicted: cord, actual: product
3050. predicted: formation, actual: product
3051. predicted: text, actual: product
3052. predicted: cord, actual: product
3053. predicted: formation, actual: product
3054. predicted: formation, actual: product
3055. predicted: formation, actual: product
3056. predicted: cord, actual: product
3057. predicted: formation, actual: product
3058. predicted: text, actual: product
3059. predicted: formation, actual: product
3060. predicted: formation, actual: product
3061. predicted: cord, actual: product
3062. predicted: cord, actual: product
3063. predicted: formation, actual: product
3064. predicted: cord, actual: product
3065. predicted: cord, actual: product
3066. predicted: cord, actual: product
3067. predicted: text, actual: product
3068. predicted: cord, actual: product
3069. predicted: cord, actual: product
3070. predicted: cord, actual: product
3071. predicted: formation, actual: product
3072. predicted: text, actual: product
3073. predicted: cord, actual: product
3074. predicted: formation, actual: product
3075. predicted: cord, actual: product
3076. predicted: product, actual: product
3077. predicted: text, actual: product
3078. predicted: cord, actual: product
3079. predicted: text, actual: product
3080. predicted: formation, actual: product
3081. predicted: text, actual: product
3082. predicted: cord, actual: product
3083. predicted: cord, actual: product
3084. predicted: formation, actual: product
3085. predicted: phone, actual: product
3086. predicted: cord, actual: product
3087. predicted: text, actual: product
3088. predicted: cord, actual: product
3089. predicted: cord, actual: product
3090. predicted: cord, actual: product
3091. predicted: formation, actual: product
3092. predicted: formation, actual: product
3093. predicted: formation, actual: product
3094. predicted: formation, actual: product
3095. predicted: formation, actual: product
3096. predicted: formation, actual: product
3097. predicted: formation, actual: product
3098. predicted: text, actual: product
3099. predicted: formation, actual: product
3100. predicted: text, actual: product
0.18058690744920994
3101. predicted: formation, actual: product
3102. predicted: cord, actual: product
3103. predicted: cord, actual: product
3104. predicted: text, actual: product
3105. predicted: formation, actual: product
3106. predicted: cord, actual: product
3107. predicted: formation, actual: product
3108. predicted: formation, actual: product
3109. predicted: cord, actual: product
3110. predicted: cord, actual: product
3111. predicted: cord, actual: product
3112. predicted: cord, actual: product
3113. predicted: cord, actual: product
3114. predicted: cord, actual: product
3115. predicted: cord, actual: product
3116. predicted: cord, actual: product
3117. predicted: cord, actual: product
3118. predicted: text, actual: product
3119. predicted: formation, actual: product
3120. predicted: cord, actual: product
3121. predicted: formation, actual: product
3122. predicted: formation, actual: product
3123. predicted: formation, actual: product
3124. predicted: text, actual: product
3125. predicted: cord, actual: product
3126. predicted: cord, actual: product
3127. predicted: cord, actual: product
3128. predicted: text, actual: product
3129. predicted: cord, actual: product
3130. predicted: formation, actual: product
3131. predicted: text, actual: product
3132. predicted: text, actual: product
3133. predicted: cord, actual: product
3134. predicted: formation, actual: product
3135. predicted: formation, actual: product
3136. predicted: formation, actual: product
3137. predicted: cord, actual: product
3138. predicted: cord, actual: product
3139. predicted: cord, actual: product
3140. predicted: text, actual: product
3141. predicted: text, actual: product
3142. predicted: formation, actual: product
3143. predicted: text, actual: product
3144. predicted: cord, actual: product
3145. predicted: formation, actual: product
3146. predicted: formation, actual: product
3147. predicted: cord, actual: product
3148. predicted: formation, actual: product
3149. predicted: cord, actual: product
3150. predicted: cord, actual: product
3151. predicted: cord, actual: product
3152. predicted: cord, actual: product
3153. predicted: cord, actual: product
3154. predicted: formation, actual: product
3155. predicted: cord, actual: product
3156. predicted: cord, actual: product
3157. predicted: cord, actual: product
3158. predicted: formation, actual: product
3159. predicted: phone, actual: product
3160. predicted: cord, actual: product
3161. predicted: cord, actual: product
3162. predicted: text, actual: product
3163. predicted: formation, actual: product
3164. predicted: cord, actual: product
3165. predicted: cord, actual: product
3166. predicted: text, actual: product
3167. predicted: text, actual: product
3168. predicted: text, actual: product
3169. predicted: cord, actual: product
3170. predicted: cord, actual: product
3171. predicted: product, actual: product
3172. predicted: cord, actual: product
3173. predicted: cord, actual: product
3174. predicted: text, actual: product
3175. predicted: cord, actual: product
3176. predicted: cord, actual: product
3177. predicted: cord, actual: product
3178. predicted: text, actual: product
3179. predicted: cord, actual: product
3180. predicted: cord, actual: product
3181. predicted: formation, actual: product
3182. predicted: text, actual: product
3183. predicted: text, actual: product
3184. predicted: cord, actual: product
3185. predicted: cord, actual: product
3186. predicted: cord, actual: product
3187. predicted: formation, actual: product
3188. predicted: formation, actual: product
3189. predicted: text, actual: product
3190. predicted: cord, actual: product
3191. predicted: cord, actual: product
3192. predicted: cord, actual: product
3193. predicted: cord, actual: product
3194. predicted: cord, actual: product
3195. predicted: formation, actual: product
3196. predicted: cord, actual: product
3197. predicted: formation, actual: product
3198. predicted: cord, actual: product
3199. predicted: product, actual: product
3200. predicted: formation, actual: product
0.17557013433302093
3201. predicted: formation, actual: product
3202. predicted: cord, actual: product
3203. predicted: text, actual: product
3204. predicted: cord, actual: product
3205. predicted: cord, actual: product
3206. predicted: cord, actual: product
3207. predicted: cord, actual: product
3208. predicted: cord, actual: product
3209. predicted: cord, actual: product
3210. predicted: cord, actual: product
3211. predicted: formation, actual: product
3212. predicted: formation, actual: product
3213. predicted: cord, actual: product
3214. predicted: cord, actual: product
3215. predicted: text, actual: product
3216. predicted: cord, actual: product
3217. predicted: formation, actual: product
3218. predicted: formation, actual: product
3219. predicted: product, actual: product
3220. predicted: cord, actual: product
3221. predicted: formation, actual: product
3222. predicted: cord, actual: product
3223. predicted: formation, actual: product
3224. predicted: cord, actual: product
3225. predicted: formation, actual: product
3226. predicted: text, actual: product
3227. predicted: formation, actual: product
3228. predicted: cord, actual: product
3229. predicted: formation, actual: product
3230. predicted: formation, actual: product
3231. predicted: formation, actual: product
3232. predicted: cord, actual: product
3233. predicted: formation, actual: product
3234. predicted: text, actual: product
3235. predicted: cord, actual: product
3236. predicted: cord, actual: product
3237. predicted: cord, actual: product
3238. predicted: cord, actual: product
3239. predicted: cord, actual: product
3240. predicted: formation, actual: product
3241. predicted: formation, actual: product
3242. predicted: cord, actual: product
3243. predicted: formation, actual: product
3244. predicted: formation, actual: product
3245. predicted: cord, actual: product
3246. predicted: cord, actual: product
3247. predicted: formation, actual: product
3248. predicted: cord, actual: product
3249. predicted: formation, actual: product
3250. predicted: cord, actual: product
3251. predicted: cord, actual: product
3252. predicted: formation, actual: product
3253. predicted: text, actual: product
3254. predicted: formation, actual: product
3255. predicted: cord, actual: product
3256. predicted: text, actual: product
3257. predicted: cord, actual: product
3258. predicted: cord, actual: product
3259. predicted: formation, actual: product
3260. predicted: cord, actual: product
3261. predicted: text, actual: product
3262. predicted: formation, actual: product
3263. predicted: formation, actual: product
3264. predicted: cord, actual: product
3265. predicted: text, actual: product
3266. predicted: text, actual: product
3267. predicted: cord, actual: product
3268. predicted: formation, actual: product
3269. predicted: cord, actual: product
3270. predicted: text, actual: product
3271. predicted: text, actual: product
3272. predicted: formation, actual: product
3273. predicted: cord, actual: product
3274. predicted: formation, actual: product
3275. predicted: formation, actual: product
3276. predicted: cord, actual: product
3277. predicted: text, actual: product
3278. predicted: formation, actual: product
3279. predicted: cord, actual: product
3280. predicted: formation, actual: product
3281. predicted: cord, actual: product
3282. predicted: formation, actual: product
3283. predicted: text, actual: product
3284. predicted: cord, actual: product
3285. predicted: cord, actual: product
3286. predicted: text, actual: product
3287. predicted: formation, actual: product
3288. predicted: cord, actual: product
3289. predicted: cord, actual: product
3290. predicted: cord, actual: product
3291. predicted: cord, actual: product
3292. predicted: cord, actual: product
3293. predicted: formation, actual: product
3294. predicted: formation, actual: product
3295. predicted: cord, actual: product
3296. predicted: formation, actual: product
3297. predicted: formation, actual: product
3298. predicted: cord, actual: product
3299. predicted: cord, actual: product
3300. predicted: formation, actual: product
0.17055437746137533
3301. predicted: cord, actual: product
3302. predicted: formation, actual: product
3303. predicted: cord, actual: product
3304. predicted: cord, actual: product
3305. predicted: formation, actual: product
3306. predicted: formation, actual: product
3307. predicted: cord, actual: product
3308. predicted: text, actual: product
3309. predicted: cord, actual: product
3310. predicted: text, actual: product
3311. predicted: cord, actual: product
3312. predicted: formation, actual: product
3313. predicted: formation, actual: product
3314. predicted: formation, actual: product
3315. predicted: cord, actual: product
3316. predicted: formation, actual: product
3317. predicted: formation, actual: product
3318. predicted: text, actual: product
3319. predicted: formation, actual: product
3320. predicted: text, actual: product
3321. predicted: formation, actual: product
3322. predicted: formation, actual: product
3323. predicted: text, actual: product
3324. predicted: cord, actual: product
3325. predicted: formation, actual: product
3326. predicted: formation, actual: product
3327. predicted: cord, actual: product
3328. predicted: formation, actual: product
3329. predicted: text, actual: product
3330. predicted: text, actual: product
3331. predicted: cord, actual: product
3332. predicted: cord, actual: product
3333. predicted: formation, actual: product
3334. predicted: formation, actual: product
3335. predicted: text, actual: product
3336. predicted: formation, actual: product
3337. predicted: formation, actual: product
3338. predicted: formation, actual: product
3339. predicted: cord, actual: product
3340. predicted: cord, actual: product
3341. predicted: cord, actual: product
3342. predicted: cord, actual: product
3343. predicted: text, actual: product
3344. predicted: formation, actual: product
3345. predicted: cord, actual: product
3346. predicted: formation, actual: product
3347. predicted: text, actual: product
3348. predicted: formation, actual: product
3349. predicted: cord, actual: product
3350. predicted: formation, actual: product
3351. predicted: cord, actual: product
3352. predicted: cord, actual: product
3353. predicted: text, actual: product
3354. predicted: text, actual: product
3355. predicted: formation, actual: product
3356. predicted: cord, actual: product
3357. predicted: cord, actual: product
3358. predicted: cord, actual: product
3359. predicted: formation, actual: product
3360. predicted: formation, actual: product
3361. predicted: cord, actual: product
3362. predicted: cord, actual: product
3363. predicted: cord, actual: product
3364. predicted: formation, actual: product
3365. predicted: text, actual: product
3366. predicted: phone, actual: product
3367. predicted: text, actual: product
3368. predicted: formation, actual: product
3369. predicted: text, actual: product
3370. predicted: cord, actual: product
3371. predicted: cord, actual: product
3372. predicted: product, actual: product
3373. predicted: cord, actual: product
3374. predicted: text, actual: product
3375. predicted: cord, actual: product
3376. predicted: cord, actual: product
3377. predicted: cord, actual: product
3378. predicted: formation, actual: product
3379. predicted: formation, actual: product
3380. predicted: cord, actual: product
3381. predicted: formation, actual: product
3382. predicted: formation, actual: product
3383. predicted: formation, actual: product
3384. predicted: text, actual: product
3385. predicted: formation, actual: product
3386. predicted: cord, actual: product
3387. predicted: cord, actual: product
3388. predicted: formation, actual: product
3389. predicted: cord, actual: product
3390. predicted: cord, actual: product
3391. predicted: formation, actual: product
3392. predicted: cord, actual: product
3393. predicted: cord, actual: product
3394. predicted: cord, actual: product
3395. predicted: cord, actual: product
3396. predicted: formation, actual: product
3397. predicted: formation, actual: product
3398. predicted: cord, actual: product
3399. predicted: formation, actual: product
3400. predicted: formation, actual: product
0.1658335783593061
3401. predicted: cord, actual: product
3402. predicted: cord, actual: product
3403. predicted: product, actual: product
3404. predicted: cord, actual: product
3405. predicted: formation, actual: product
3406. predicted: cord, actual: product
3407. predicted: cord, actual: product
3408. predicted: cord, actual: product
3409. predicted: cord, actual: product
3410. predicted: formation, actual: product
3411. predicted: cord, actual: product
3412. predicted: cord, actual: product
3413. predicted: formation, actual: product
3414. predicted: formation, actual: product
3415. predicted: formation, actual: product
3416. predicted: formation, actual: product
3417. predicted: formation, actual: product
3418. predicted: cord, actual: product
3419. predicted: product, actual: product
3420. predicted: formation, actual: product
3421. predicted: cord, actual: product
3422. predicted: text, actual: product
3423. predicted: formation, actual: product
3424. predicted: text, actual: product
3425. predicted: phone, actual: product
3426. predicted: formation, actual: product
3427. predicted: formation, actual: product
3428. predicted: cord, actual: product
3429. predicted: formation, actual: product
3430. predicted: cord, actual: product
3431. predicted: cord, actual: product
3432. predicted: cord, actual: product
3433. predicted: cord, actual: product
3434. predicted: cord, actual: product
3435. predicted: cord, actual: product
3436. predicted: cord, actual: product
3437. predicted: cord, actual: product
3438. predicted: formation, actual: product
3439. predicted: cord, actual: product
3440. predicted: cord, actual: product
3441. predicted: cord, actual: product
3442. predicted: text, actual: product
3443. predicted: text, actual: product
3444. predicted: cord, actual: product
3445. predicted: text, actual: product
3446. predicted: cord, actual: product
3447. predicted: formation, actual: product
3448. predicted: text, actual: product
3449. predicted: formation, actual: product
3450. predicted: cord, actual: product
3451. predicted: cord, actual: product
3452. predicted: formation, actual: product
3453. predicted: text, actual: product
3454. predicted: cord, actual: product
3455. predicted: cord, actual: product
3456. predicted: cord, actual: product
3457. predicted: formation, actual: product
3458. predicted: cord, actual: product
3459. predicted: cord, actual: product
3460. predicted: cord, actual: product
3461. predicted: product, actual: product
3462. predicted: cord, actual: product
3463. predicted: cord, actual: product
3464. predicted: text, actual: product
3465. predicted: cord, actual: product
3466. predicted: formation, actual: product
3467. predicted: cord, actual: product
3468. predicted: formation, actual: product
3469. predicted: cord, actual: product
3470. predicted: text, actual: product
3471. predicted: text, actual: product
3472. predicted: phone, actual: product
3473. predicted: product, actual: product
3474. predicted: text, actual: product
3475. predicted: product, actual: product
3476. predicted: product, actual: product
3477. predicted: formation, actual: product
3478. predicted: formation, actual: product
3479. predicted: cord, actual: product
3480. predicted: cord, actual: product
3481. predicted: cord, actual: product
3482. predicted: formation, actual: product
3483. predicted: text, actual: product
3484. predicted: text, actual: product
3485. predicted: cord, actual: product
3486. predicted: cord, actual: product
3487. predicted: cord, actual: product
3488. predicted: cord, actual: product
3489. predicted: cord, actual: product
3490. predicted: cord, actual: product
3491. predicted: cord, actual: product
3492. predicted: cord, actual: product
3493. predicted: formation, actual: product
3494. predicted: cord, actual: product
3495. predicted: cord, actual: product
3496. predicted: cord, actual: product
3497. predicted: formation, actual: product
3498. predicted: cord, actual: product
3499. predicted: cord, actual: product
3500. predicted: cord, actual: product
0.16281062553556128
3501. predicted: formation, actual: product
3502. predicted: cord, actual: product
3503. predicted: cord, actual: product
3504. predicted: text, actual: product
3505. predicted: cord, actual: product
3506. predicted: cord, actual: product
3507. predicted: formation, actual: product
3508. predicted: phone, actual: product
3509. predicted: cord, actual: product
3510. predicted: cord, actual: product
3511. predicted: text, actual: product
3512. predicted: text, actual: product
3513. predicted: formation, actual: product
3514. predicted: formation, actual: product
3515. predicted: cord, actual: product
3516. predicted: formation, actual: product
3517. predicted: cord, actual: product
3518. predicted: cord, actual: product
3519. predicted: cord, actual: product
3520. predicted: cord, actual: product
3521. predicted: cord, actual: product
3522. predicted: cord, actual: product
3523. predicted: text, actual: product
3524. predicted: formation, actual: product
3525. predicted: formation, actual: product
3526. predicted: cord, actual: product
3527. predicted: cord, actual: product
3528. predicted: formation, actual: product
3529. predicted: text, actual: product
3530. predicted: text, actual: product
3531. predicted: formation, actual: product
3532. predicted: cord, actual: product
3533. predicted: cord, actual: product
3534. predicted: formation, actual: product
3535. predicted: cord, actual: product
3536. predicted: cord, actual: product
3537. predicted: cord, actual: product
3538. predicted: text, actual: product
3539. predicted: text, actual: product
3540. predicted: cord, actual: product
3541. predicted: formation, actual: product
3542. predicted: formation, actual: product
3543. predicted: cord, actual: product
3544. predicted: formation, actual: product
3545. predicted: formation, actual: product
3546. predicted: formation, actual: product
3547. predicted: product, actual: product
3548. predicted: formation, actual: product
3549. predicted: formation, actual: product
3550. predicted: cord, actual: product
3551. predicted: cord, actual: product
3552. predicted: formation, actual: product
3553. predicted: cord, actual: product
3554. predicted: cord, actual: product
3555. predicted: cord, actual: product
3556. predicted: text, actual: product
3557. predicted: formation, actual: product
3558. predicted: formation, actual: product
3559. predicted: text, actual: product
3560. predicted: cord, actual: product
3561. predicted: formation, actual: product
3562. predicted: cord, actual: product
3563. predicted: cord, actual: product
3564. predicted: cord, actual: product
3565. predicted: formation, actual: product
3566. predicted: cord, actual: product
3567. predicted: product, actual: product
3568. predicted: formation, actual: product
3569. predicted: cord, actual: product
3570. predicted: formation, actual: product
3571. predicted: formation, actual: product
3572. predicted: cord, actual: product
3573. predicted: formation, actual: product
3574. predicted: formation, actual: product
3575. predicted: formation, actual: product
3576. predicted: formation, actual: product
3577. predicted: text, actual: product
3578. predicted: cord, actual: product
3579. predicted: formation, actual: product
3580. predicted: formation, actual: product
3581. predicted: cord, actual: product
3582. predicted: formation, actual: product
3583. predicted: formation, actual: product
3584. predicted: product, actual: product
3585. predicted: text, actual: product
3586. predicted: cord, actual: product
3587. predicted: cord, actual: product
3588. predicted: text, actual: product
3589. predicted: cord, actual: product
3590. predicted: formation, actual: product
3591. predicted: cord, actual: product
3592. predicted: cord, actual: product
3593. predicted: formation, actual: product
3594. predicted: cord, actual: product
3595. predicted: cord, actual: product
3596. predicted: cord, actual: product
3597. predicted: formation, actual: product
3598. predicted: text, actual: product
3599. predicted: formation, actual: product
3600. predicted: cord, actual: product
0.15912246598167176
3601. predicted: cord, actual: product
3602. predicted: cord, actual: product
3603. predicted: cord, actual: product
3604. predicted: cord, actual: product
3605. predicted: cord, actual: product
3606. predicted: text, actual: product
3607. predicted: text, actual: product
3608. predicted: cord, actual: product
3609. predicted: cord, actual: product
3610. predicted: cord, actual: product
3611. predicted: text, actual: product
3612. predicted: text, actual: product
3613. predicted: cord, actual: product
3614. predicted: text, actual: product
3615. predicted: formation, actual: product
3616. predicted: text, actual: product
3617. predicted: formation, actual: product
3618. predicted: formation, actual: product
3619. predicted: cord, actual: product
3620. predicted: cord, actual: product
3621. predicted: cord, actual: product
3622. predicted: formation, actual: product
3623. predicted: cord, actual: product
3624. predicted: cord, actual: product
3625. predicted: cord, actual: product
3626. predicted: product, actual: product
3627. predicted: cord, actual: product
3628. predicted: formation, actual: product
3629. predicted: formation, actual: product
3630. predicted: cord, actual: product
3631. predicted: text, actual: product
3632. predicted: text, actual: product
3633. predicted: cord, actual: product
3634. predicted: cord, actual: product
3635. predicted: cord, actual: product
3636. predicted: formation, actual: product
3637. predicted: text, actual: product
3638. predicted: text, actual: product
3639. predicted: cord, actual: product
3640. predicted: formation, actual: product
3641. predicted: formation, actual: product
3642. predicted: formation, actual: product
3643. predicted: text, actual: product
3644. predicted: text, actual: product
3645. predicted: cord, actual: product
3646. predicted: cord, actual: product
3647. predicted: formation, actual: product
3648. predicted: formation, actual: product
3649. predicted: cord, actual: product
3650. predicted: cord, actual: product
3651. predicted: cord, actual: product
3652. predicted: formation, actual: product
3653. predicted: text, actual: product
3654. predicted: formation, actual: product
3655. predicted: cord, actual: product
3656. predicted: text, actual: product
3657. predicted: cord, actual: product
3658. predicted: cord, actual: product
3659. predicted: cord, actual: product
3660. predicted: formation, actual: product
3661. predicted: cord, actual: product
3662. predicted: formation, actual: product
3663. predicted: text, actual: product
3664. predicted: formation, actual: product
3665. predicted: cord, actual: product
3666. predicted: formation, actual: product
3667. predicted: cord, actual: product
3668. predicted: cord, actual: product
3669. predicted: cord, actual: product
3670. predicted: cord, actual: product
3671. predicted: cord, actual: product
3672. predicted: cord, actual: product
3673. predicted: formation, actual: product
3674. predicted: formation, actual: product
3675. predicted: formation, actual: product
3676. predicted: cord, actual: product
3677. predicted: product, actual: product
3678. predicted: formation, actual: product
3679. predicted: formation, actual: product
3680. predicted: text, actual: product
3681. predicted: cord, actual: product
3682. predicted: cord, actual: product
3683. predicted: text, actual: product
3684. predicted: cord, actual: product
3685. predicted: cord, actual: product
3686. predicted: formation, actual: product
3687. predicted: formation, actual: product
3688. predicted: text, actual: product
3689. predicted: cord, actual: product
3690. predicted: cord, actual: product
3691. predicted: formation, actual: product
3692. predicted: cord, actual: product
3693. predicted: product, actual: product
3694. predicted: formation, actual: product
3695. predicted: cord, actual: product
3696. predicted: cord, actual: product
3697. predicted: cord, actual: product
3698. predicted: formation, actual: product
3699. predicted: formation, actual: product
3700. predicted: cord, actual: product
0.15563361253715213
3701. predicted: cord, actual: product
3702. predicted: formation, actual: product
3703. predicted: phone, actual: product
3704. predicted: cord, actual: product
3705. predicted: text, actual: product
3706. predicted: formation, actual: product
3707. predicted: cord, actual: product
3708. predicted: text, actual: product
3709. predicted: cord, actual: product
3710. predicted: formation, actual: product
3711. predicted: formation, actual: product
3712. predicted: text, actual: product
3713. predicted: cord, actual: product
3714. predicted: cord, actual: product
3715. predicted: text, actual: product
3716. predicted: text, actual: product
3717. predicted: cord, actual: product
3718. predicted: formation, actual: product
3719. predicted: cord, actual: product
3720. predicted: cord, actual: product
3721. predicted: formation, actual: product
3722. predicted: cord, actual: product
3723. predicted: cord, actual: product
3724. predicted: formation, actual: product
3725. predicted: cord, actual: product
3726. predicted: formation, actual: product
3727. predicted: cord, actual: product
3728. predicted: formation, actual: product
3729. predicted: cord, actual: product
3730. predicted: formation, actual: product
3731. predicted: formation, actual: product
3732. predicted: cord, actual: product
