0. predicted: SERVE10, actual: SERVE10
3280. predicted: SERVE12, actual: SERVE2
3281. predicted: SERVE10, actual: SERVE2
3282. predicted: SERVE12, actual: SERVE2
3283. predicted: SERVE12, actual: SERVE2
3284. predicted: SERVE12, actual: SERVE2
3285. predicted: SERVE12, actual: SERVE2
3286. predicted: SERVE12, actual: SERVE2
3287. predicted: SERVE12, actual: SERVE2
3288. predicted: SERVE12, actual: SERVE2
3289. predicted: SERVE12, actual: SERVE2
3290. predicted: SERVE12, actual: SERVE2
3291. predicted: SERVE12, actual: SERVE2
3292. predicted: SERVE12, actual: SERVE2
3293. predicted: SERVE12, actual: SERVE2
3294. predicted: SERVE12, actual: SERVE2
3295. predicted: SERVE12, actual: SERVE2
3296. predicted: SERVE12, actual: SERVE2
3297. predicted: SERVE12, actual: SERVE2
3298. predicted: SERVE12, actual: SERVE2
3299. predicted: SERVE12, actual: SERVE2
3300. predicted: SERVE12, actual: SERVE2
0.598000605877007
3301. predicted: SERVE12, actual: SERVE2
3302. predicted: SERVE12, actual: SERVE2
3303. predicted: SERVE12, actual: SERVE2
3304. predicted: SERVE12, actual: SERVE2
3305. predicted: SERVE12, actual: SERVE2
3306. predicted: SERVE10, actual: SERVE2
3307. predicted: SERVE12, actual: SERVE2
3308. predicted: SERVE12, actual: SERVE2
3309. predicted: SERVE10, actual: SERVE2
3310. predicted: SERVE10, actual: SERVE2
3311. predicted: SERVE12, actual: SERVE2
3312. predicted: SERVE12, actual: SERVE2
3313. predicted: SERVE12, actual: SERVE2
3314. predicted: SERVE12, actual: SERVE2
3315. predicted: SERVE12, actual: SERVE2
3316. predicted: SERVE10, actual: SERVE2
3317. predicted: SERVE12, actual: SERVE2
3318. predicted: SERVE12, actual: SERVE2
3319. predicted: SERVE12, actual: SERVE2
3320. predicted: SERVE12, actual: SERVE2
3321. predicted: SERVE12, actual: SERVE2
3322. predicted: SERVE12, actual: SERVE2
3323. predicted: SERVE12, actual: SERVE2
3324. predicted: SERVE12, actual: SERVE2
3325. predicted: SERVE12, actual: SERVE2
3326. predicted: SERVE10, actual: SERVE2
3327. predicted: SERVE12, actual: SERVE2
3328. predicted: SERVE10, actual: SERVE2
3329. predicted: SERVE12, actual: SERVE2
3330. predicted: SERVE12, actual: SERVE2
3331. predicted: SERVE12, actual: SERVE2
3332. predicted: SERVE12, actual: SERVE2
3333. predicted: SERVE12, actual: SERVE2
3334. predicted: SERVE12, actual: SERVE2
3335. predicted: SERVE12, actual: SERVE2
3336. predicted: SERVE12, actual: SERVE2
3337. predicted: SERVE12, actual: SERVE2
3338. predicted: SERVE12, actual: SERVE2
3339. predicted: SERVE12, actual: SERVE2
3340. predicted: SERVE10, actual: SERVE2
3341. predicted: SERVE12, actual: SERVE2
3342. predicted: SERVE12, actual: SERVE2
3343. predicted: SERVE12, actual: SERVE2
3344. predicted: SERVE12, actual: SERVE2
3345. predicted: SERVE10, actual: SERVE2
3346. predicted: SERVE12, actual: SERVE2
3347. predicted: SERVE12, actual: SERVE2
3348. predicted: SERVE12, actual: SERVE2
3349. predicted: SERVE10, actual: SERVE2
3350. predicted: SERVE12, actual: SERVE2
3351. predicted: SERVE12, actual: SERVE2
3352. predicted: SERVE12, actual: SERVE2
3353. predicted: SERVE12, actual: SERVE2
3354. predicted: SERVE12, actual: SERVE2
3355. predicted: SERVE12, actual: SERVE2
3356. predicted: SERVE12, actual: SERVE2
3357. predicted: SERVE12, actual: SERVE2
3358. predicted: SERVE12, actual: SERVE2
3359. predicted: SERVE12, actual: SERVE2
3360. predicted: SERVE12, actual: SERVE2
3361. predicted: SERVE12, actual: SERVE2
3362. predicted: SERVE12, actual: SERVE2
3363. predicted: SERVE12, actual: SERVE2
3364. predicted: SERVE12, actual: SERVE2
3365. predicted: SERVE10, actual: SERVE2
3366. predicted: SERVE12, actual: SERVE2
3367. predicted: SERVE12, actual: SERVE2
3368. predicted: SERVE10, actual: SERVE2
3369. predicted: SERVE12, actual: SERVE2
3370. predicted: SERVE12, actual: SERVE2
3371. predicted: SERVE12, actual: SERVE2
3372. predicted: SERVE12, actual: SERVE2
3373. predicted: SERVE12, actual: SERVE2
3374. predicted: SERVE12, actual: SERVE2
3375. predicted: SERVE12, actual: SERVE2
3376. predicted: SERVE12, actual: SERVE2
3377. predicted: SERVE12, actual: SERVE2
3378. predicted: SERVE12, actual: SERVE2
3379. predicted: SERVE12, actual: SERVE2
3380. predicted: SERVE12, actual: SERVE2
3381. predicted: SERVE12, actual: SERVE2
3382. predicted: SERVE12, actual: SERVE2
3383. predicted: SERVE12, actual: SERVE2
3384. predicted: SERVE12, actual: SERVE2
3385. predicted: SERVE12, actual: SERVE2
3386. predicted: SERVE12, actual: SERVE2
3387. predicted: SERVE12, actual: SERVE2
3388. predicted: SERVE12, actual: SERVE2
3389. predicted: SERVE12, actual: SERVE2
3390. predicted: SERVE12, actual: SERVE2
3391. predicted: SERVE12, actual: SERVE2
3392. predicted: SERVE12, actual: SERVE2
3393. predicted: SERVE12, actual: SERVE2
3394. predicted: SERVE12, actual: SERVE2
3395. predicted: SERVE12, actual: SERVE2
3396. predicted: SERVE12, actual: SERVE2
3397. predicted: SERVE12, actual: SERVE2
3398. predicted: SERVE12, actual: SERVE2
3399. predicted: SERVE12, actual: SERVE2
3400. predicted: SERVE12, actual: SERVE2
0.5804175242575713
3401. predicted: SERVE12, actual: SERVE2
3402. predicted: SERVE12, actual: SERVE2
3403. predicted: SERVE12, actual: SERVE2
3404. predicted: SERVE12, actual: SERVE2
3405. predicted: SERVE12, actual: SERVE2
3406. predicted: SERVE12, actual: SERVE2
3407. predicted: SERVE10, actual: SERVE2
3408. predicted: SERVE12, actual: SERVE2
3409. predicted: SERVE12, actual: SERVE2
3410. predicted: SERVE12, actual: SERVE2
3411. predicted: SERVE12, actual: SERVE2
3412. predicted: SERVE12, actual: SERVE2
3413. predicted: SERVE12, actual: SERVE2
3414. predicted: SERVE12, actual: SERVE2
3415. predicted: SERVE12, actual: SERVE2
3416. predicted: SERVE12, actual: SERVE2
3417. predicted: SERVE12, actual: SERVE2
3418. predicted: SERVE12, actual: SERVE2
3419. predicted: SERVE12, actual: SERVE2
3420. predicted: SERVE12, actual: SERVE2
3421. predicted: SERVE12, actual: SERVE2
3422. predicted: SERVE12, actual: SERVE2
3423. predicted: SERVE12, actual: SERVE2
3424. predicted: SERVE12, actual: SERVE2
3425. predicted: SERVE12, actual: SERVE2
3426. predicted: SERVE12, actual: SERVE2
3427. predicted: SERVE12, actual: SERVE2
3428. predicted: SERVE12, actual: SERVE2
3429. predicted: SERVE12, actual: SERVE2
3430. predicted: SERVE12, actual: SERVE2
3431. predicted: SERVE12, actual: SERVE2
3432. predicted: SERVE12, actual: SERVE2
3433. predicted: SERVE12, actual: SERVE2
3434. predicted: SERVE12, actual: SERVE2
3435. predicted: SERVE12, actual: SERVE2
3436. predicted: SERVE12, actual: SERVE2
3437. predicted: SERVE12, actual: SERVE2
3438. predicted: SERVE12, actual: SERVE2
3439. predicted: SERVE12, actual: SERVE2
3440. predicted: SERVE12, actual: SERVE2
3441. predicted: SERVE10, actual: SERVE2
3442. predicted: SERVE12, actual: SERVE2
3443. predicted: SERVE12, actual: SERVE2
3444. predicted: SERVE12, actual: SERVE2
3445. predicted: SERVE12, actual: SERVE2
3446. predicted: SERVE12, actual: SERVE2
3447. predicted: SERVE12, actual: SERVE2
3448. predicted: SERVE12, actual: SERVE2
3449. predicted: SERVE12, actual: SERVE2
3450. predicted: SERVE12, actual: SERVE2
3451. predicted: SERVE12, actual: SERVE2
3452. predicted: SERVE12, actual: SERVE2
3453. predicted: SERVE12, actual: SERVE2
3454. predicted: SERVE12, actual: SERVE2
3455. predicted: SERVE12, actual: SERVE2
3456. predicted: SERVE12, actual: SERVE2
3457. predicted: SERVE12, actual: SERVE2
3458. predicted: SERVE10, actual: SERVE2
3459. predicted: SERVE12, actual: SERVE2
3460. predicted: SERVE12, actual: SERVE2
3461. predicted: SERVE12, actual: SERVE2
3462. predicted: SERVE12, actual: SERVE2
3463. predicted: SERVE12, actual: SERVE2
3464. predicted: SERVE10, actual: SERVE2
3465. predicted: SERVE12, actual: SERVE2
3466. predicted: SERVE12, actual: SERVE2
3467. predicted: SERVE12, actual: SERVE2
3468. predicted: SERVE12, actual: SERVE2
3469. predicted: SERVE12, actual: SERVE2
3470. predicted: SERVE12, actual: SERVE2
3471. predicted: SERVE12, actual: SERVE2
3472. predicted: SERVE12, actual: SERVE2
3473. predicted: SERVE12, actual: SERVE2
3474. predicted: SERVE12, actual: SERVE2
3475. predicted: SERVE12, actual: SERVE2
3476. predicted: SERVE10, actual: SERVE2
3477. predicted: SERVE12, actual: SERVE2
3478. predicted: SERVE12, actual: SERVE2
3479. predicted: SERVE12, actual: SERVE2
3480. predicted: SERVE12, actual: SERVE2
3481. predicted: SERVE12, actual: SERVE2
3482. predicted: SERVE12, actual: SERVE2
3483. predicted: SERVE12, actual: SERVE2
3484. predicted: SERVE12, actual: SERVE2
3485. predicted: SERVE12, actual: SERVE2
3486. predicted: SERVE12, actual: SERVE2
3487. predicted: SERVE12, actual: SERVE2
3488. predicted: SERVE12, actual: SERVE2
3489. predicted: SERVE10, actual: SERVE2
3490. predicted: SERVE12, actual: SERVE2
3491. predicted: SERVE12, actual: SERVE2
3492. predicted: SERVE12, actual: SERVE2
3493. predicted: SERVE12, actual: SERVE2
3494. predicted: SERVE12, actual: SERVE2
3495. predicted: SERVE12, actual: SERVE2
3496. predicted: SERVE10, actual: SERVE2
3497. predicted: SERVE12, actual: SERVE2
3498. predicted: SERVE12, actual: SERVE2
3499. predicted: SERVE12, actual: SERVE2
3500. predicted: SERVE12, actual: SERVE2
0.5638389031705227
3501. predicted: SERVE12, actual: SERVE2
3502. predicted: SERVE10, actual: SERVE2
3503. predicted: SERVE12, actual: SERVE2
3504. predicted: SERVE12, actual: SERVE2
3505. predicted: SERVE12, actual: SERVE2
3506. predicted: SERVE12, actual: SERVE2
3507. predicted: SERVE12, actual: SERVE2
3508. predicted: SERVE10, actual: SERVE2
3509. predicted: SERVE12, actual: SERVE2
3510. predicted: SERVE12, actual: SERVE2
3511. predicted: SERVE12, actual: SERVE2
3512. predicted: SERVE12, actual: SERVE2
3513. predicted: SERVE12, actual: SERVE2
3514. predicted: SERVE12, actual: SERVE2
3515. predicted: SERVE12, actual: SERVE2
3516. predicted: SERVE12, actual: SERVE2
3517. predicted: SERVE12, actual: SERVE2
3518. predicted: SERVE12, actual: SERVE2
3519. predicted: SERVE12, actual: SERVE2
3520. predicted: SERVE12, actual: SERVE2
3521. predicted: SERVE12, actual: SERVE2
3522. predicted: SERVE12, actual: SERVE2
3523. predicted: SERVE12, actual: SERVE2
3524. predicted: SERVE12, actual: SERVE2
3525. predicted: SERVE12, actual: SERVE2
3526. predicted: SERVE12, actual: SERVE2
3527. predicted: SERVE12, actual: SERVE2
3528. predicted: SERVE12, actual: SERVE2
3529. predicted: SERVE12, actual: SERVE2
3530. predicted: SERVE12, actual: SERVE2
3531. predicted: SERVE10, actual: SERVE2
3532. predicted: SERVE12, actual: SERVE2
3533. predicted: SERVE12, actual: SERVE2
3534. predicted: SERVE12, actual: SERVE2
3535. predicted: SERVE12, actual: SERVE2
3536. predicted: SERVE12, actual: SERVE2
3537. predicted: SERVE12, actual: SERVE2
3538. predicted: SERVE12, actual: SERVE2
3539. predicted: SERVE12, actual: SERVE2
3540. predicted: SERVE12, actual: SERVE2
3541. predicted: SERVE12, actual: SERVE2
3542. predicted: SERVE12, actual: SERVE2
3543. predicted: SERVE12, actual: SERVE2
3544. predicted: SERVE12, actual: SERVE2
3545. predicted: SERVE12, actual: SERVE2
3546. predicted: SERVE12, actual: SERVE2
3547. predicted: SERVE12, actual: SERVE2
3548. predicted: SERVE12, actual: SERVE2
3549. predicted: SERVE12, actual: SERVE2
3550. predicted: SERVE12, actual: SERVE2
3551. predicted: SERVE12, actual: SERVE2
3552. predicted: SERVE12, actual: SERVE2
3553. predicted: SERVE12, actual: SERVE2
3554. predicted: SERVE12, actual: SERVE2
3555. predicted: SERVE12, actual: SERVE2
3556. predicted: SERVE12, actual: SERVE2
3557. predicted: SERVE12, actual: SERVE2
3558. predicted: SERVE12, actual: SERVE2
3559. predicted: SERVE12, actual: SERVE2
3560. predicted: SERVE12, actual: SERVE2
3561. predicted: SERVE12, actual: SERVE2
3562. predicted: SERVE12, actual: SERVE2
3563. predicted: SERVE12, actual: SERVE2
3564. predicted: SERVE12, actual: SERVE2
3565. predicted: SERVE12, actual: SERVE2
3566. predicted: SERVE10, actual: SERVE2
3567. predicted: SERVE12, actual: SERVE2
3568. predicted: SERVE12, actual: SERVE2
3569. predicted: SERVE12, actual: SERVE2
3570. predicted: SERVE12, actual: SERVE2
3571. predicted: SERVE12, actual: SERVE2
3572. predicted: SERVE12, actual: SERVE2
3573. predicted: SERVE12, actual: SERVE2
3574. predicted: SERVE12, actual: SERVE2
3575. predicted: SERVE12, actual: SERVE2
3576. predicted: SERVE12, actual: SERVE2
3577. predicted: SERVE12, actual: SERVE2
3578. predicted: SERVE12, actual: SERVE2
3579. predicted: SERVE12, actual: SERVE2
3580. predicted: SERVE12, actual: SERVE2
3581. predicted: SERVE12, actual: SERVE2
3582. predicted: SERVE12, actual: SERVE2
3583. predicted: SERVE12, actual: SERVE2
3584. predicted: SERVE12, actual: SERVE2
3585. predicted: SERVE12, actual: SERVE2
3586. predicted: SERVE12, actual: SERVE2
3587. predicted: SERVE12, actual: SERVE2
3588. predicted: SERVE12, actual: SERVE2
3589. predicted: SERVE12, actual: SERVE2
3590. predicted: SERVE12, actual: SERVE2
3591. predicted: SERVE12, actual: SERVE2
3592. predicted: SERVE12, actual: SERVE2
3593. predicted: SERVE12, actual: SERVE2
3594. predicted: SERVE12, actual: SERVE2
3595. predicted: SERVE12, actual: SERVE2
3596. predicted: SERVE12, actual: SERVE2
3597. predicted: SERVE12, actual: SERVE2
3598. predicted: SERVE12, actual: SERVE2
3599. predicted: SERVE12, actual: SERVE2
3600. predicted: SERVE12, actual: SERVE2
0.5481810608164399
3601. predicted: SERVE12, actual: SERVE2
3602. predicted: SERVE12, actual: SERVE2
3603. predicted: SERVE12, actual: SERVE2
3604. predicted: SERVE12, actual: SERVE2
3605. predicted: SERVE10, actual: SERVE2
3606. predicted: SERVE12, actual: SERVE2
3607. predicted: SERVE12, actual: SERVE2
3608. predicted: SERVE12, actual: SERVE2
3609. predicted: SERVE12, actual: SERVE2
3610. predicted: SERVE12, actual: SERVE2
3611. predicted: SERVE12, actual: SERVE2
3612. predicted: SERVE12, actual: SERVE2
3613. predicted: SERVE12, actual: SERVE2
3614. predicted: SERVE12, actual: SERVE2
3615. predicted: SERVE12, actual: SERVE2
3616. predicted: SERVE12, actual: SERVE2
3617. predicted: SERVE12, actual: SERVE2
3618. predicted: SERVE12, actual: SERVE2
3619. predicted: SERVE12, actual: SERVE2
3620. predicted: SERVE12, actual: SERVE2
3621. predicted: SERVE12, actual: SERVE2
3622. predicted: SERVE12, actual: SERVE2
3623. predicted: SERVE12, actual: SERVE2
3624. predicted: SERVE12, actual: SERVE2
3625. predicted: SERVE12, actual: SERVE2
3626. predicted: SERVE12, actual: SERVE2
3627. predicted: SERVE12, actual: SERVE2
3628. predicted: SERVE12, actual: SERVE2
3629. predicted: SERVE12, actual: SERVE2
3630. predicted: SERVE10, actual: SERVE2
3631. predicted: SERVE12, actual: SERVE2
3632. predicted: SERVE10, actual: SERVE2
3633. predicted: SERVE12, actual: SERVE2
3634. predicted: SERVE12, actual: SERVE2
3635. predicted: SERVE12, actual: SERVE2
3636. predicted: SERVE12, actual: SERVE2
3637. predicted: SERVE12, actual: SERVE2
3638. predicted: SERVE12, actual: SERVE2
3639. predicted: SERVE12, actual: SERVE2
3640. predicted: SERVE12, actual: SERVE2
3641. predicted: SERVE12, actual: SERVE2
3642. predicted: SERVE12, actual: SERVE2
3643. predicted: SERVE12, actual: SERVE2
3644. predicted: SERVE12, actual: SERVE2
3645. predicted: SERVE12, actual: SERVE2
3646. predicted: SERVE12, actual: SERVE2
3647. predicted: SERVE12, actual: SERVE2
3648. predicted: SERVE12, actual: SERVE2
3649. predicted: SERVE12, actual: SERVE2
3650. predicted: SERVE12, actual: SERVE2
3651. predicted: SERVE12, actual: SERVE2
3652. predicted: SERVE12, actual: SERVE2
3653. predicted: SERVE12, actual: SERVE2
3654. predicted: SERVE12, actual: SERVE2
3655. predicted: SERVE12, actual: SERVE2
3656. predicted: SERVE12, actual: SERVE2
3657. predicted: SERVE10, actual: SERVE2
3658. predicted: SERVE12, actual: SERVE2
3659. predicted: SERVE12, actual: SERVE2
3660. predicted: SERVE12, actual: SERVE2
3661. predicted: SERVE12, actual: SERVE2
3662. predicted: SERVE12, actual: SERVE2
3663. predicted: SERVE12, actual: SERVE2
3664. predicted: SERVE12, actual: SERVE2
3665. predicted: SERVE12, actual: SERVE2
3666. predicted: SERVE12, actual: SERVE2
3667. predicted: SERVE12, actual: SERVE2
3668. predicted: SERVE12, actual: SERVE2
3669. predicted: SERVE12, actual: SERVE2
3670. predicted: SERVE12, actual: SERVE2
3671. predicted: SERVE12, actual: SERVE2
3672. predicted: SERVE12, actual: SERVE2
3673. predicted: SERVE12, actual: SERVE2
3674. predicted: SERVE12, actual: SERVE2
3675. predicted: SERVE12, actual: SERVE2
3676. predicted: SERVE12, actual: SERVE2
3677. predicted: SERVE12, actual: SERVE2
3678. predicted: SERVE12, actual: SERVE2
3679. predicted: SERVE10, actual: SERVE2
3680. predicted: SERVE10, actual: SERVE2
3681. predicted: SERVE12, actual: SERVE2
3682. predicted: SERVE12, actual: SERVE2
3683. predicted: SERVE12, actual: SERVE2
3684. predicted: SERVE12, actual: SERVE2
3685. predicted: SERVE12, actual: SERVE2
3686. predicted: SERVE12, actual: SERVE2
3687. predicted: SERVE12, actual: SERVE2
3688. predicted: SERVE12, actual: SERVE2
3689. predicted: SERVE12, actual: SERVE2
3690. predicted: SERVE12, actual: SERVE2
3691. predicted: SERVE12, actual: SERVE2
3692. predicted: SERVE12, actual: SERVE2
3693. predicted: SERVE12, actual: SERVE2
3694. predicted: SERVE12, actual: SERVE2
3695. predicted: SERVE12, actual: SERVE2
3696. predicted: SERVE12, actual: SERVE2
3697. predicted: SERVE12, actual: SERVE2
3698. predicted: SERVE12, actual: SERVE2
3699. predicted: SERVE10, actual: SERVE2
3700. predicted: SERVE12, actual: SERVE2
0.5333693596325317
3701. predicted: SERVE12, actual: SERVE2
3702. predicted: SERVE12, actual: SERVE2
3703. predicted: SERVE10, actual: SERVE2
3704. predicted: SERVE12, actual: SERVE2
3705. predicted: SERVE10, actual: SERVE2
3706. predicted: SERVE12, actual: SERVE2
3707. predicted: SERVE12, actual: SERVE2
3708. predicted: SERVE10, actual: SERVE2
3709. predicted: SERVE10, actual: SERVE2
3710. predicted: SERVE12, actual: SERVE2
3711. predicted: SERVE12, actual: SERVE2
3712. predicted: SERVE12, actual: SERVE2
3713. predicted: SERVE12, actual: SERVE2
3714. predicted: SERVE12, actual: SERVE2
3715. predicted: SERVE12, actual: SERVE2
3716. predicted: SERVE12, actual: SERVE2
3717. predicted: SERVE12, actual: SERVE2
3718. predicted: SERVE12, actual: SERVE2
3719. predicted: SERVE12, actual: SERVE2
3720. predicted: SERVE12, actual: SERVE2
3721. predicted: SERVE12, actual: SERVE2
3722. predicted: SERVE12, actual: SERVE2
3723. predicted: SERVE12, actual: SERVE2
3724. predicted: SERVE12, actual: SERVE2
3725. predicted: SERVE10, actual: SERVE2
3726. predicted: SERVE10, actual: SERVE2
3727. predicted: SERVE10, actual: SERVE2
3728. predicted: SERVE12, actual: SERVE2
3729. predicted: SERVE12, actual: SERVE2
3730. predicted: SERVE12, actual: SERVE2
3731. predicted: SERVE12, actual: SERVE2
3732. predicted: SERVE12, actual: SERVE2
3733. predicted: SERVE10, actual: SERVE2
3734. predicted: SERVE12, actual: SERVE2
3735. predicted: SERVE10, actual: SERVE2
3736. predicted: SERVE12, actual: SERVE2
3737. predicted: SERVE12, actual: SERVE2
3738. predicted: SERVE12, actual: SERVE2
3739. predicted: SERVE12, actual: SERVE2
3740. predicted: SERVE12, actual: SERVE2
3741. predicted: SERVE12, actual: SERVE2
3742. predicted: SERVE12, actual: SERVE2
3743. predicted: SERVE12, actual: SERVE2
3744. predicted: SERVE12, actual: SERVE2
3745. predicted: SERVE12, actual: SERVE2
3746. predicted: SERVE12, actual: SERVE2
3747. predicted: SERVE12, actual: SERVE2
3748. predicted: SERVE12, actual: SERVE2
3749. predicted: SERVE12, actual: SERVE2
3750. predicted: SERVE10, actual: SERVE2
3751. predicted: SERVE12, actual: SERVE2
3752. predicted: SERVE12, actual: SERVE2
3753. predicted: SERVE12, actual: SERVE2
3754. predicted: SERVE12, actual: SERVE2
3755. predicted: SERVE12, actual: SERVE2
3756. predicted: SERVE10, actual: SERVE2
3757. predicted: SERVE12, actual: SERVE2
3758. predicted: SERVE12, actual: SERVE2
3759. predicted: SERVE12, actual: SERVE2
3760. predicted: SERVE10, actual: SERVE2
3761. predicted: SERVE12, actual: SERVE2
3762. predicted: SERVE12, actual: SERVE2
3763. predicted: SERVE10, actual: SERVE2
3764. predicted: SERVE12, actual: SERVE2
3765. predicted: SERVE12, actual: SERVE2
3766. predicted: SERVE12, actual: SERVE2
3767. predicted: SERVE12, actual: SERVE2
3768. predicted: SERVE12, actual: SERVE2
3769. predicted: SERVE12, actual: SERVE2
3770. predicted: SERVE12, actual: SERVE2
3771. predicted: SERVE12, actual: SERVE2
3772. predicted: SERVE12, actual: SERVE2
3773. predicted: SERVE12, actual: SERVE2
3774. predicted: SERVE12, actual: SERVE2
3775. predicted: SERVE12, actual: SERVE2
3776. predicted: SERVE12, actual: SERVE2
3777. predicted: SERVE12, actual: SERVE2
3778. predicted: SERVE12, actual: SERVE2
3779. predicted: SERVE12, actual: SERVE2
3780. predicted: SERVE12, actual: SERVE2
3781. predicted: SERVE12, actual: SERVE2
3782. predicted: SERVE12, actual: SERVE2
3783. predicted: SERVE12, actual: SERVE2
3784. predicted: SERVE12, actual: SERVE2
3785. predicted: SERVE10, actual: SERVE2
3786. predicted: SERVE12, actual: SERVE2
3787. predicted: SERVE12, actual: SERVE2
3788. predicted: SERVE12, actual: SERVE2
3789. predicted: SERVE12, actual: SERVE2
3790. predicted: SERVE12, actual: SERVE2
3791. predicted: SERVE12, actual: SERVE2
3792. predicted: SERVE12, actual: SERVE2
3793. predicted: SERVE12, actual: SERVE2
3794. predicted: SERVE12, actual: SERVE2
3795. predicted: SERVE12, actual: SERVE2
3796. predicted: SERVE12, actual: SERVE2
3797. predicted: SERVE12, actual: SERVE2
3798. predicted: SERVE12, actual: SERVE2
3799. predicted: SERVE12, actual: SERVE2
3800. predicted: SERVE10, actual: SERVE2
0.5193370165745856
3801. predicted: SERVE10, actual: SERVE2
3802. predicted: SERVE12, actual: SERVE2
3803. predicted: SERVE12, actual: SERVE2
3804. predicted: SERVE12, actual: SERVE2
3805. predicted: SERVE12, actual: SERVE2
3806. predicted: SERVE12, actual: SERVE2
3807. predicted: SERVE12, actual: SERVE2
3808. predicted: SERVE12, actual: SERVE2
3809. predicted: SERVE12, actual: SERVE2
3810. predicted: SERVE12, actual: SERVE2
3811. predicted: SERVE12, actual: SERVE2
3812. predicted: SERVE12, actual: SERVE2
3813. predicted: SERVE12, actual: SERVE2
3814. predicted: SERVE12, actual: SERVE2
3815. predicted: SERVE12, actual: SERVE2
3816. predicted: SERVE12, actual: SERVE2
3817. predicted: SERVE12, actual: SERVE2
3818. predicted: SERVE12, actual: SERVE2
3819. predicted: SERVE12, actual: SERVE2
3820. predicted: SERVE12, actual: SERVE2
3821. predicted: SERVE12, actual: SERVE2
3822. predicted: SERVE12, actual: SERVE2
3823. predicted: SERVE12, actual: SERVE2
3824. predicted: SERVE12, actual: SERVE2
3825. predicted: SERVE12, actual: SERVE2
3826. predicted: SERVE12, actual: SERVE2
3827. predicted: SERVE10, actual: SERVE2
3828. predicted: SERVE12, actual: SERVE2
3829. predicted: SERVE12, actual: SERVE2
3830. predicted: SERVE10, actual: SERVE2
3831. predicted: SERVE12, actual: SERVE2
3832. predicted: SERVE12, actual: SERVE2
3833. predicted: SERVE12, actual: SERVE2
3834. predicted: SERVE12, actual: SERVE2
3835. predicted: SERVE12, actual: SERVE2
3836. predicted: SERVE12, actual: SERVE2
3837. predicted: SERVE12, actual: SERVE2
3838. predicted: SERVE12, actual: SERVE2
3839. predicted: SERVE12, actual: SERVE2
3840. predicted: SERVE12, actual: SERVE2
3841. predicted: SERVE12, actual: SERVE2
3842. predicted: SERVE12, actual: SERVE2
3843. predicted: SERVE10, actual: SERVE2
3844. predicted: SERVE12, actual: SERVE2
3845. predicted: SERVE12, actual: SERVE2
3846. predicted: SERVE12, actual: SERVE2
3847. predicted: SERVE12, actual: SERVE2
3848. predicted: SERVE12, actual: SERVE2
3849. predicted: SERVE12, actual: SERVE2
3850. predicted: SERVE12, actual: SERVE2
3851. predicted: SERVE12, actual: SERVE2
3852. predicted: SERVE12, actual: SERVE2
3853. predicted: SERVE12, actual: SERVE2
3854. predicted: SERVE10, actual: SERVE2
3855. predicted: SERVE12, actual: SERVE2
3856. predicted: SERVE12, actual: SERVE2
3857. predicted: SERVE12, actual: SERVE2
3858. predicted: SERVE12, actual: SERVE2
3859. predicted: SERVE12, actual: SERVE2
3860. predicted: SERVE12, actual: SERVE2
3861. predicted: SERVE12, actual: SERVE2
3862. predicted: SERVE12, actual: SERVE2
3863. predicted: SERVE10, actual: SERVE2
3864. predicted: SERVE12, actual: SERVE2
3865. predicted: SERVE12, actual: SERVE2
3866. predicted: SERVE12, actual: SERVE2
3867. predicted: SERVE12, actual: SERVE2
3868. predicted: SERVE12, actual: SERVE2
3869. predicted: SERVE12, actual: SERVE2
3870. predicted: SERVE12, actual: SERVE2
3871. predicted: SERVE12, actual: SERVE2
3872. predicted: SERVE12, actual: SERVE2
3873. predicted: SERVE12, actual: SERVE2
3874. predicted: SERVE12, actual: SERVE2
3875. predicted: SERVE12, actual: SERVE2
3876. predicted: SERVE12, actual: SERVE2
3877. predicted: SERVE12, actual: SERVE2
3878. predicted: SERVE12, actual: SERVE2
3879. predicted: SERVE12, actual: SERVE2
3880. predicted: SERVE12, actual: SERVE2
3881. predicted: SERVE12, actual: SERVE2
3882. predicted: SERVE12, actual: SERVE2
3883. predicted: SERVE12, actual: SERVE2
3884. predicted: SERVE12, actual: SERVE2
3885. predicted: SERVE12, actual: SERVE2
3886. predicted: SERVE10, actual: SERVE2
3887. predicted: SERVE10, actual: SERVE2
3888. predicted: SERVE12, actual: SERVE2
3889. predicted: SERVE12, actual: SERVE2
3890. predicted: SERVE12, actual: SERVE2
3891. predicted: SERVE12, actual: SERVE2
3892. predicted: SERVE12, actual: SERVE2
3893. predicted: SERVE12, actual: SERVE2
3894. predicted: SERVE12, actual: SERVE2
3895. predicted: SERVE12, actual: SERVE2
3896. predicted: SERVE12, actual: SERVE2
3897. predicted: SERVE12, actual: SERVE2
3898. predicted: SERVE12, actual: SERVE2
3899. predicted: SERVE12, actual: SERVE2
3900. predicted: SERVE12, actual: SERVE2
0.5060240963855421
3901. predicted: SERVE10, actual: SERVE2
3902. predicted: SERVE12, actual: SERVE2
3903. predicted: SERVE12, actual: SERVE2
3904. predicted: SERVE12, actual: SERVE2
3905. predicted: SERVE12, actual: SERVE2
3906. predicted: SERVE12, actual: SERVE2
3907. predicted: SERVE12, actual: SERVE2
3908. predicted: SERVE12, actual: SERVE2
3909. predicted: SERVE12, actual: SERVE2
3910. predicted: SERVE12, actual: SERVE2
3911. predicted: SERVE12, actual: SERVE2
