0. predicted: HARD1, actual: HARD1
2137. predicted: HARD1, actual: HARD1
2138. predicted: HARD1, actual: HARD1
2139. predicted: HARD1, actual: HARD1
2140. predicted: HARD1, actual: HARD1
2141. predicted: HARD1, actual: HARD1
2142. predicted: HARD1, actual: HARD1
2143. predicted: HARD1, actual: HARD1
2144. predicted: HARD1, actual: HARD1
2145. predicted: HARD1, actual: HARD1
2146. predicted: HARD1, actual: HARD1
2147. predicted: HARD1, actual: HARD1
2148. predicted: HARD1, actual: HARD1
2149. predicted: HARD1, actual: HARD1
2150. predicted: HARD1, actual: HARD1
2151. predicted: HARD1, actual: HARD1
2152. predicted: HARD1, actual: HARD1
2153. predicted: HARD1, actual: HARD1
2154. predicted: HARD1, actual: HARD1
2155. predicted: HARD1, actual: HARD1
2156. predicted: HARD1, actual: HARD1
2157. predicted: HARD1, actual: HARD1
2158. predicted: HARD1, actual: HARD1
2159. predicted: HARD1, actual: HARD1
2160. predicted: HARD1, actual: HARD1
2161. predicted: HARD1, actual: HARD1
2162. predicted: HARD1, actual: HARD1
2163. predicted: HARD1, actual: HARD1
2164. predicted: HARD1, actual: HARD1
2165. predicted: HARD1, actual: HARD1
2166. predicted: HARD1, actual: HARD1
2167. predicted: HARD1, actual: HARD1
2168. predicted: HARD1, actual: HARD1
2169. predicted: HARD1, actual: HARD1
2170. predicted: HARD1, actual: HARD1
2171. predicted: HARD1, actual: HARD1
2172. predicted: HARD1, actual: HARD1
2173. predicted: HARD1, actual: HARD1
2174. predicted: HARD1, actual: HARD1
2175. predicted: HARD1, actual: HARD1
2176. predicted: HARD1, actual: HARD1
2177. predicted: HARD1, actual: HARD1
2178. predicted: HARD1, actual: HARD1
2179. predicted: HARD1, actual: HARD1
2180. predicted: HARD1, actual: HARD1
2181. predicted: HARD1, actual: HARD1
2182. predicted: HARD1, actual: HARD1
2183. predicted: HARD1, actual: HARD1
2184. predicted: HARD1, actual: HARD1
2185. predicted: HARD1, actual: HARD1
2186. predicted: HARD1, actual: HARD1
2187. predicted: HARD1, actual: HARD1
2188. predicted: HARD1, actual: HARD1
2189. predicted: HARD1, actual: HARD1
2190. predicted: HARD1, actual: HARD1
2191. predicted: HARD1, actual: HARD1
2192. predicted: HARD1, actual: HARD1
2193. predicted: HARD1, actual: HARD1
2194. predicted: HARD1, actual: HARD1
2195. predicted: HARD1, actual: HARD1
2196. predicted: HARD1, actual: HARD1
2197. predicted: HARD1, actual: HARD1
2198. predicted: HARD1, actual: HARD1
2199. predicted: HARD1, actual: HARD1
2200. predicted: HARD1, actual: HARD1
0.9827351203998183
2201. predicted: HARD1, actual: HARD1
2202. predicted: HARD1, actual: HARD1
2203. predicted: HARD1, actual: HARD1
2204. predicted: HARD3, actual: HARD1
2205. predicted: HARD1, actual: HARD1
2206. predicted: HARD1, actual: HARD1
2207. predicted: HARD1, actual: HARD1
2208. predicted: HARD1, actual: HARD1
2209. predicted: HARD1, actual: HARD1
2210. predicted: HARD1, actual: HARD1
2211. predicted: HARD1, actual: HARD1
2212. predicted: HARD1, actual: HARD1
2213. predicted: HARD1, actual: HARD1
2214. predicted: HARD1, actual: HARD1
2215. predicted: HARD1, actual: HARD1
2216. predicted: HARD1, actual: HARD1
2217. predicted: HARD1, actual: HARD1
2218. predicted: HARD3, actual: HARD1
2219. predicted: HARD1, actual: HARD1
2220. predicted: HARD1, actual: HARD1
2221. predicted: HARD1, actual: HARD1
2222. predicted: HARD1, actual: HARD1
2223. predicted: HARD1, actual: HARD1
2224. predicted: HARD1, actual: HARD1
2225. predicted: HARD1, actual: HARD1
2226. predicted: HARD1, actual: HARD1
2227. predicted: HARD1, actual: HARD1
2228. predicted: HARD1, actual: HARD1
2229. predicted: HARD1, actual: HARD1
2230. predicted: HARD1, actual: HARD1
2231. predicted: HARD1, actual: HARD1
2232. predicted: HARD1, actual: HARD1
2233. predicted: HARD3, actual: HARD1
2234. predicted: HARD1, actual: HARD1
2235. predicted: HARD1, actual: HARD1
2236. predicted: HARD1, actual: HARD1
2237. predicted: HARD1, actual: HARD1
2238. predicted: HARD1, actual: HARD1
2239. predicted: HARD1, actual: HARD1
2240. predicted: HARD1, actual: HARD1
2241. predicted: HARD1, actual: HARD1
2242. predicted: HARD1, actual: HARD1
2243. predicted: HARD1, actual: HARD1
2244. predicted: HARD3, actual: HARD1
2245. predicted: HARD1, actual: HARD1
2246. predicted: HARD1, actual: HARD1
2247. predicted: HARD1, actual: HARD1
2248. predicted: HARD1, actual: HARD1
2249. predicted: HARD1, actual: HARD1
2250. predicted: HARD1, actual: HARD1
2251. predicted: HARD1, actual: HARD1
2252. predicted: HARD1, actual: HARD1
2253. predicted: HARD1, actual: HARD1
2254. predicted: HARD1, actual: HARD1
2255. predicted: HARD1, actual: HARD1
2256. predicted: HARD1, actual: HARD1
2257. predicted: HARD1, actual: HARD1
2258. predicted: HARD3, actual: HARD1
2259. predicted: HARD1, actual: HARD1
2260. predicted: HARD1, actual: HARD1
2261. predicted: HARD1, actual: HARD1
2262. predicted: HARD1, actual: HARD1
2263. predicted: HARD1, actual: HARD1
2264. predicted: HARD1, actual: HARD1
2265. predicted: HARD1, actual: HARD1
2266. predicted: HARD1, actual: HARD1
2267. predicted: HARD1, actual: HARD1
2268. predicted: HARD1, actual: HARD1
2269. predicted: HARD1, actual: HARD1
2270. predicted: HARD1, actual: HARD1
2271. predicted: HARD1, actual: HARD1
2272. predicted: HARD1, actual: HARD1
2273. predicted: HARD1, actual: HARD1
2274. predicted: HARD1, actual: HARD1
2275. predicted: HARD1, actual: HARD1
2276. predicted: HARD1, actual: HARD1
2277. predicted: HARD1, actual: HARD1
2278. predicted: HARD1, actual: HARD1
2279. predicted: HARD1, actual: HARD1
2280. predicted: HARD1, actual: HARD1
2281. predicted: HARD1, actual: HARD1
2282. predicted: HARD1, actual: HARD1
2283. predicted: HARD1, actual: HARD1
2284. predicted: HARD1, actual: HARD1
2285. predicted: HARD1, actual: HARD1
2286. predicted: HARD1, actual: HARD1
2287. predicted: HARD1, actual: HARD1
2288. predicted: HARD1, actual: HARD1
2289. predicted: HARD1, actual: HARD1
2290. predicted: HARD1, actual: HARD1
2291. predicted: HARD1, actual: HARD1
2292. predicted: HARD1, actual: HARD1
2293. predicted: HARD1, actual: HARD1
2294. predicted: HARD1, actual: HARD1
2295. predicted: HARD1, actual: HARD1
2296. predicted: HARD1, actual: HARD1
2297. predicted: HARD3, actual: HARD1
2298. predicted: HARD1, actual: HARD1
2299. predicted: HARD1, actual: HARD1
2300. predicted: HARD1, actual: HARD1
0.9808778791829639
2301. predicted: HARD1, actual: HARD1
2302. predicted: HARD1, actual: HARD1
2303. predicted: HARD1, actual: HARD1
2304. predicted: HARD1, actual: HARD1
2305. predicted: HARD1, actual: HARD1
2306. predicted: HARD1, actual: HARD1
2307. predicted: HARD1, actual: HARD1
2308. predicted: HARD1, actual: HARD1
2309. predicted: HARD1, actual: HARD1
2310. predicted: HARD1, actual: HARD1
2311. predicted: HARD1, actual: HARD1
2312. predicted: HARD1, actual: HARD1
2313. predicted: HARD1, actual: HARD1
2314. predicted: HARD1, actual: HARD1
2315. predicted: HARD1, actual: HARD1
2316. predicted: HARD1, actual: HARD1
2317. predicted: HARD1, actual: HARD1
2318. predicted: HARD1, actual: HARD1
2319. predicted: HARD1, actual: HARD1
2320. predicted: HARD1, actual: HARD1
2321. predicted: HARD1, actual: HARD1
2322. predicted: HARD1, actual: HARD1
2323. predicted: HARD1, actual: HARD1
2324. predicted: HARD1, actual: HARD1
2325. predicted: HARD1, actual: HARD1
2326. predicted: HARD1, actual: HARD1
2327. predicted: HARD1, actual: HARD1
2328. predicted: HARD1, actual: HARD1
2329. predicted: HARD1, actual: HARD1
2330. predicted: HARD1, actual: HARD1
2331. predicted: HARD1, actual: HARD1
2332. predicted: HARD1, actual: HARD1
2333. predicted: HARD1, actual: HARD1
2334. predicted: HARD1, actual: HARD1
2335. predicted: HARD1, actual: HARD1
2336. predicted: HARD1, actual: HARD1
2337. predicted: HARD1, actual: HARD1
2338. predicted: HARD1, actual: HARD1
2339. predicted: HARD1, actual: HARD1
2340. predicted: HARD1, actual: HARD1
2341. predicted: HARD1, actual: HARD1
2342. predicted: HARD1, actual: HARD1
2343. predicted: HARD1, actual: HARD1
2344. predicted: HARD1, actual: HARD1
2345. predicted: HARD1, actual: HARD1
2346. predicted: HARD1, actual: HARD1
2347. predicted: HARD1, actual: HARD1
2348. predicted: HARD1, actual: HARD1
2349. predicted: HARD1, actual: HARD1
2350. predicted: HARD1, actual: HARD1
2351. predicted: HARD1, actual: HARD1
2352. predicted: HARD1, actual: HARD1
2353. predicted: HARD1, actual: HARD1
2354. predicted: HARD1, actual: HARD1
2355. predicted: HARD1, actual: HARD1
2356. predicted: HARD1, actual: HARD1
2357. predicted: HARD1, actual: HARD1
2358. predicted: HARD1, actual: HARD1
2359. predicted: HARD1, actual: HARD1
2360. predicted: HARD1, actual: HARD1
2361. predicted: HARD1, actual: HARD1
2362. predicted: HARD1, actual: HARD1
2363. predicted: HARD1, actual: HARD1
2364. predicted: HARD1, actual: HARD1
2365. predicted: HARD1, actual: HARD1
2366. predicted: HARD1, actual: HARD1
2367. predicted: HARD1, actual: HARD1
2368. predicted: HARD1, actual: HARD1
2369. predicted: HARD1, actual: HARD1
2370. predicted: HARD1, actual: HARD1
2371. predicted: HARD1, actual: HARD1
2372. predicted: HARD1, actual: HARD1
2373. predicted: HARD1, actual: HARD1
2374. predicted: HARD1, actual: HARD1
2375. predicted: HARD1, actual: HARD1
2376. predicted: HARD1, actual: HARD1
2377. predicted: HARD1, actual: HARD1
2378. predicted: HARD1, actual: HARD1
2379. predicted: HARD1, actual: HARD1
2380. predicted: HARD1, actual: HARD1
2381. predicted: HARD1, actual: HARD1
2382. predicted: HARD1, actual: HARD1
2383. predicted: HARD1, actual: HARD1
2384. predicted: HARD1, actual: HARD1
2385. predicted: HARD1, actual: HARD1
2386. predicted: HARD1, actual: HARD1
2387. predicted: HARD1, actual: HARD1
2388. predicted: HARD1, actual: HARD1
2389. predicted: HARD1, actual: HARD1
2390. predicted: HARD1, actual: HARD1
2391. predicted: HARD1, actual: HARD1
2392. predicted: HARD1, actual: HARD1
2393. predicted: HARD1, actual: HARD1
2394. predicted: HARD1, actual: HARD1
2395. predicted: HARD1, actual: HARD1
2396. predicted: HARD1, actual: HARD1
2397. predicted: HARD1, actual: HARD1
2398. predicted: HARD3, actual: HARD1
2399. predicted: HARD1, actual: HARD1
2400. predicted: HARD1, actual: HARD1
0.9812578092461475
2401. predicted: HARD1, actual: HARD1
2402. predicted: HARD1, actual: HARD1
2403. predicted: HARD1, actual: HARD1
2404. predicted: HARD1, actual: HARD1
2405. predicted: HARD1, actual: HARD1
2406. predicted: HARD1, actual: HARD1
2407. predicted: HARD1, actual: HARD1
2408. predicted: HARD1, actual: HARD1
2409. predicted: HARD1, actual: HARD1
2410. predicted: HARD1, actual: HARD1
2411. predicted: HARD1, actual: HARD1
2412. predicted: HARD1, actual: HARD1
2413. predicted: HARD1, actual: HARD1
2414. predicted: HARD1, actual: HARD1
2415. predicted: HARD1, actual: HARD1
2416. predicted: HARD1, actual: HARD1
2417. predicted: HARD1, actual: HARD1
2418. predicted: HARD1, actual: HARD1
2419. predicted: HARD1, actual: HARD1
2420. predicted: HARD1, actual: HARD1
2421. predicted: HARD1, actual: HARD1
2422. predicted: HARD1, actual: HARD1
2423. predicted: HARD1, actual: HARD1
2424. predicted: HARD1, actual: HARD1
2425. predicted: HARD1, actual: HARD1
2426. predicted: HARD1, actual: HARD1
2427. predicted: HARD1, actual: HARD1
2428. predicted: HARD1, actual: HARD1
2429. predicted: HARD1, actual: HARD1
2430. predicted: HARD1, actual: HARD1
2431. predicted: HARD1, actual: HARD1
2432. predicted: HARD1, actual: HARD1
2433. predicted: HARD1, actual: HARD1
2434. predicted: HARD1, actual: HARD1
2435. predicted: HARD3, actual: HARD1
2436. predicted: HARD1, actual: HARD1
2437. predicted: HARD1, actual: HARD1
2438. predicted: HARD1, actual: HARD1
2439. predicted: HARD1, actual: HARD1
2440. predicted: HARD1, actual: HARD1
2441. predicted: HARD1, actual: HARD1
2442. predicted: HARD1, actual: HARD1
2443. predicted: HARD1, actual: HARD1
2444. predicted: HARD1, actual: HARD1
2445. predicted: HARD1, actual: HARD1
2446. predicted: HARD1, actual: HARD1
2447. predicted: HARD1, actual: HARD1
2448. predicted: HARD1, actual: HARD1
2449. predicted: HARD1, actual: HARD1
2450. predicted: HARD1, actual: HARD1
2451. predicted: HARD1, actual: HARD1
2452. predicted: HARD1, actual: HARD1
2453. predicted: HARD1, actual: HARD1
2454. predicted: HARD1, actual: HARD1
2455. predicted: HARD1, actual: HARD1
2456. predicted: HARD1, actual: HARD1
2457. predicted: HARD1, actual: HARD1
2458. predicted: HARD1, actual: HARD1
2459. predicted: HARD1, actual: HARD1
2460. predicted: HARD1, actual: HARD1
2461. predicted: HARD1, actual: HARD1
2462. predicted: HARD1, actual: HARD1
2463. predicted: HARD1, actual: HARD1
2464. predicted: HARD1, actual: HARD1
2465. predicted: HARD1, actual: HARD1
2466. predicted: HARD1, actual: HARD1
2467. predicted: HARD1, actual: HARD1
2468. predicted: HARD1, actual: HARD1
2469. predicted: HARD1, actual: HARD1
2470. predicted: HARD1, actual: HARD1
2471. predicted: HARD1, actual: HARD1
2472. predicted: HARD1, actual: HARD1
2473. predicted: HARD1, actual: HARD1
2474. predicted: HARD1, actual: HARD1
2475. predicted: HARD1, actual: HARD1
2476. predicted: HARD1, actual: HARD1
2477. predicted: HARD1, actual: HARD1
2478. predicted: HARD1, actual: HARD1
2479. predicted: HARD1, actual: HARD1
2480. predicted: HARD1, actual: HARD1
2481. predicted: HARD1, actual: HARD1
2482. predicted: HARD1, actual: HARD1
2483. predicted: HARD1, actual: HARD1
2484. predicted: HARD1, actual: HARD1
2485. predicted: HARD1, actual: HARD1
2486. predicted: HARD3, actual: HARD1
2487. predicted: HARD1, actual: HARD1
2488. predicted: HARD1, actual: HARD1
2489. predicted: HARD1, actual: HARD1
2490. predicted: HARD1, actual: HARD1
2491. predicted: HARD1, actual: HARD1
2492. predicted: HARD1, actual: HARD1
2493. predicted: HARD1, actual: HARD1
2494. predicted: HARD1, actual: HARD1
2495. predicted: HARD1, actual: HARD1
2496. predicted: HARD1, actual: HARD1
2497. predicted: HARD1, actual: HARD1
2498. predicted: HARD3, actual: HARD1
2499. predicted: HARD1, actual: HARD1
2500. predicted: HARD1, actual: HARD1
0.9808076769292283
2501. predicted: HARD1, actual: HARD1
2502. predicted: HARD1, actual: HARD1
2503. predicted: HARD1, actual: HARD1
2504. predicted: HARD1, actual: HARD1
2505. predicted: HARD1, actual: HARD1
2506. predicted: HARD1, actual: HARD1
2507. predicted: HARD1, actual: HARD1
2508. predicted: HARD1, actual: HARD1
2509. predicted: HARD1, actual: HARD1
2510. predicted: HARD1, actual: HARD1
2511. predicted: HARD1, actual: HARD1
2512. predicted: HARD1, actual: HARD1
2513. predicted: HARD1, actual: HARD1
2514. predicted: HARD1, actual: HARD1
2515. predicted: HARD1, actual: HARD1
2516. predicted: HARD1, actual: HARD1
2517. predicted: HARD1, actual: HARD1
2518. predicted: HARD1, actual: HARD1
2519. predicted: HARD1, actual: HARD1
2520. predicted: HARD1, actual: HARD1
2521. predicted: HARD1, actual: HARD1
2522. predicted: HARD1, actual: HARD1
2523. predicted: HARD1, actual: HARD1
2524. predicted: HARD1, actual: HARD1
2525. predicted: HARD1, actual: HARD1
2526. predicted: HARD1, actual: HARD1
2527. predicted: HARD1, actual: HARD1
2528. predicted: HARD1, actual: HARD1
2529. predicted: HARD1, actual: HARD1
2530. predicted: HARD1, actual: HARD1
2531. predicted: HARD1, actual: HARD1
2532. predicted: HARD1, actual: HARD1
2533. predicted: HARD1, actual: HARD1
2534. predicted: HARD1, actual: HARD1
2535. predicted: HARD1, actual: HARD1
2536. predicted: HARD1, actual: HARD1
2537. predicted: HARD1, actual: HARD1
2538. predicted: HARD1, actual: HARD1
2539. predicted: HARD1, actual: HARD1
2540. predicted: HARD1, actual: HARD1
2541. predicted: HARD1, actual: HARD1
2542. predicted: HARD1, actual: HARD1
2543. predicted: HARD1, actual: HARD1
2544. predicted: HARD1, actual: HARD1
2545. predicted: HARD1, actual: HARD1
2546. predicted: HARD1, actual: HARD1
2547. predicted: HARD1, actual: HARD1
2548. predicted: HARD1, actual: HARD1
2549. predicted: HARD1, actual: HARD1
2550. predicted: HARD1, actual: HARD1
2551. predicted: HARD1, actual: HARD1
2552. predicted: HARD1, actual: HARD1
2553. predicted: HARD1, actual: HARD1
2554. predicted: HARD1, actual: HARD1
2555. predicted: HARD1, actual: HARD1
2556. predicted: HARD1, actual: HARD1
2557. predicted: HARD1, actual: HARD1
2558. predicted: HARD1, actual: HARD1
2559. predicted: HARD1, actual: HARD1
2560. predicted: HARD1, actual: HARD1
2561. predicted: HARD1, actual: HARD1
2562. predicted: HARD1, actual: HARD1
2563. predicted: HARD1, actual: HARD1
2564. predicted: HARD1, actual: HARD1
2565. predicted: HARD1, actual: HARD1
2566. predicted: HARD1, actual: HARD1
2567. predicted: HARD1, actual: HARD1
2568. predicted: HARD1, actual: HARD1
2569. predicted: HARD1, actual: HARD1
2570. predicted: HARD1, actual: HARD1
2571. predicted: HARD1, actual: HARD1
2572. predicted: HARD1, actual: HARD1
2573. predicted: HARD1, actual: HARD1
2574. predicted: HARD1, actual: HARD1
2575. predicted: HARD1, actual: HARD1
2576. predicted: HARD1, actual: HARD1
2577. predicted: HARD1, actual: HARD1
2578. predicted: HARD1, actual: HARD1
2579. predicted: HARD1, actual: HARD1
2580. predicted: HARD1, actual: HARD1
2581. predicted: HARD1, actual: HARD1
2582. predicted: HARD1, actual: HARD1
2583. predicted: HARD1, actual: HARD1
2584. predicted: HARD1, actual: HARD1
2585. predicted: HARD1, actual: HARD1
2586. predicted: HARD1, actual: HARD1
2587. predicted: HARD1, actual: HARD1
2588. predicted: HARD1, actual: HARD1
2589. predicted: HARD1, actual: HARD1
2590. predicted: HARD1, actual: HARD1
2591. predicted: HARD1, actual: HARD1
2592. predicted: HARD1, actual: HARD1
2593. predicted: HARD1, actual: HARD1
2594. predicted: HARD1, actual: HARD1
2595. predicted: HARD3, actual: HARD1
2596. predicted: HARD1, actual: HARD1
2597. predicted: HARD1, actual: HARD1
2598. predicted: HARD1, actual: HARD1
2599. predicted: HARD1, actual: HARD1
2600. predicted: HARD3, actual: HARD1
0.9807766243752403
2601. predicted: HARD1, actual: HARD1
2602. predicted: HARD1, actual: HARD1
2603. predicted: HARD1, actual: HARD1
2604. predicted: HARD1, actual: HARD1
2605. predicted: HARD1, actual: HARD1
2606. predicted: HARD1, actual: HARD1
2607. predicted: HARD1, actual: HARD1
2608. predicted: HARD1, actual: HARD1
2609. predicted: HARD1, actual: HARD1
2610. predicted: HARD1, actual: HARD1
2611. predicted: HARD1, actual: HARD1
2612. predicted: HARD1, actual: HARD1
2613. predicted: HARD1, actual: HARD1
2614. predicted: HARD1, actual: HARD1
2615. predicted: HARD1, actual: HARD1
2616. predicted: HARD1, actual: HARD1
2617. predicted: HARD1, actual: HARD1
2618. predicted: HARD1, actual: HARD1
2619. predicted: HARD1, actual: HARD1
2620. predicted: HARD1, actual: HARD1
2621. predicted: HARD1, actual: HARD1
2622. predicted: HARD1, actual: HARD1
2623. predicted: HARD1, actual: HARD1
2624. predicted: HARD1, actual: HARD1
2625. predicted: HARD1, actual: HARD1
2626. predicted: HARD1, actual: HARD1
2627. predicted: HARD1, actual: HARD1
2628. predicted: HARD1, actual: HARD1
2629. predicted: HARD1, actual: HARD1
2630. predicted: HARD1, actual: HARD1
2631. predicted: HARD1, actual: HARD1
2632. predicted: HARD1, actual: HARD1
2633. predicted: HARD1, actual: HARD1
2634. predicted: HARD1, actual: HARD1
2635. predicted: HARD1, actual: HARD1
2636. predicted: HARD1, actual: HARD1
2637. predicted: HARD1, actual: HARD1
2638. predicted: HARD1, actual: HARD1
2639. predicted: HARD1, actual: HARD1
2640. predicted: HARD1, actual: HARD1
2641. predicted: HARD1, actual: HARD1
2642. predicted: HARD1, actual: HARD1
2643. predicted: HARD1, actual: HARD1
2644. predicted: HARD1, actual: HARD1
2645. predicted: HARD1, actual: HARD1
2646. predicted: HARD1, actual: HARD1
2647. predicted: HARD1, actual: HARD1
2648. predicted: HARD1, actual: HARD1
2649. predicted: HARD1, actual: HARD1
2650. predicted: HARD1, actual: HARD1
2651. predicted: HARD1, actual: HARD1
2652. predicted: HARD1, actual: HARD1
2653. predicted: HARD1, actual: HARD1
2654. predicted: HARD3, actual: HARD1
2655. predicted: HARD1, actual: HARD1
2656. predicted: HARD1, actual: HARD1
2657. predicted: HARD1, actual: HARD1
2658. predicted: HARD1, actual: HARD1
2659. predicted: HARD1, actual: HARD1
2660. predicted: HARD1, actual: HARD1
2661. predicted: HARD1, actual: HARD1
2662. predicted: HARD1, actual: HARD1
2663. predicted: HARD3, actual: HARD1
2664. predicted: HARD1, actual: HARD1
2665. predicted: HARD1, actual: HARD1
2666. predicted: HARD1, actual: HARD1
2667. predicted: HARD1, actual: HARD1
2668. predicted: HARD1, actual: HARD1
2669. predicted: HARD1, actual: HARD1
2670. predicted: HARD1, actual: HARD1
2671. predicted: HARD1, actual: HARD1
2672. predicted: HARD1, actual: HARD1
2673. predicted: HARD1, actual: HARD1
2674. predicted: HARD1, actual: HARD1
2675. predicted: HARD1, actual: HARD1
2676. predicted: HARD1, actual: HARD1
2677. predicted: HARD1, actual: HARD1
2678. predicted: HARD1, actual: HARD1
2679. predicted: HARD1, actual: HARD1
2680. predicted: HARD1, actual: HARD1
2681. predicted: HARD1, actual: HARD1
2682. predicted: HARD1, actual: HARD1
2683. predicted: HARD1, actual: HARD1
2684. predicted: HARD1, actual: HARD1
2685. predicted: HARD1, actual: HARD1
2686. predicted: HARD1, actual: HARD1
2687. predicted: HARD1, actual: HARD1
2688. predicted: HARD1, actual: HARD1
2689. predicted: HARD1, actual: HARD1
2690. predicted: HARD1, actual: HARD1
2691. predicted: HARD1, actual: HARD1
2692. predicted: HARD1, actual: HARD1
2693. predicted: HARD1, actual: HARD1
2694. predicted: HARD1, actual: HARD1
2695. predicted: HARD1, actual: HARD1
2696. predicted: HARD1, actual: HARD1
2697. predicted: HARD1, actual: HARD1
2698. predicted: HARD1, actual: HARD1
2699. predicted: HARD1, actual: HARD1
2700. predicted: HARD1, actual: HARD1
0.9807478711588301
2701. predicted: HARD1, actual: HARD1
2702. predicted: HARD1, actual: HARD1
2703. predicted: HARD1, actual: HARD1
2704. predicted: HARD1, actual: HARD1
2705. predicted: HARD3, actual: HARD1
2706. predicted: HARD1, actual: HARD1
2707. predicted: HARD1, actual: HARD1
2708. predicted: HARD1, actual: HARD1
2709. predicted: HARD1, actual: HARD1
2710. predicted: HARD1, actual: HARD1
2711. predicted: HARD1, actual: HARD1
2712. predicted: HARD1, actual: HARD1
2713. predicted: HARD1, actual: HARD1
2714. predicted: HARD3, actual: HARD1
2715. predicted: HARD1, actual: HARD1
2716. predicted: HARD1, actual: HARD1
2717. predicted: HARD1, actual: HARD1
2718. predicted: HARD1, actual: HARD1
2719. predicted: HARD1, actual: HARD1
2720. predicted: HARD1, actual: HARD1
2721. predicted: HARD1, actual: HARD1
2722. predicted: HARD1, actual: HARD1
2723. predicted: HARD1, actual: HARD1
2724. predicted: HARD1, actual: HARD1
2725. predicted: HARD1, actual: HARD1
2726. predicted: HARD1, actual: HARD1
2727. predicted: HARD1, actual: HARD1
2728. predicted: HARD1, actual: HARD1
2729. predicted: HARD1, actual: HARD1
2730. predicted: HARD1, actual: HARD1
2731. predicted: HARD1, actual: HARD1
2732. predicted: HARD1, actual: HARD1
2733. predicted: HARD1, actual: HARD1
2734. predicted: HARD1, actual: HARD1
2735. predicted: HARD1, actual: HARD1
2736. predicted: HARD1, actual: HARD1
2737. predicted: HARD1, actual: HARD1
2738. predicted: HARD1, actual: HARD1
2739. predicted: HARD1, actual: HARD1
2740. predicted: HARD1, actual: HARD1
2741. predicted: HARD1, actual: HARD1
2742. predicted: HARD1, actual: HARD1
2743. predicted: HARD1, actual: HARD1
2744. predicted: HARD1, actual: HARD1
2745. predicted: HARD1, actual: HARD1
2746. predicted: HARD1, actual: HARD1
2747. predicted: HARD1, actual: HARD1
2748. predicted: HARD1, actual: HARD1
2749. predicted: HARD1, actual: HARD1
2750. predicted: HARD1, actual: HARD1
2751. predicted: HARD1, actual: HARD1
2752. predicted: HARD1, actual: HARD1
2753. predicted: HARD1, actual: HARD1
2754. predicted: HARD1, actual: HARD1
2755. predicted: HARD1, actual: HARD1
2756. predicted: HARD1, actual: HARD1
2757. predicted: HARD1, actual: HARD1
2758. predicted: HARD1, actual: HARD1
2759. predicted: HARD1, actual: HARD1
2760. predicted: HARD1, actual: HARD1
2761. predicted: HARD1, actual: HARD1
2762. predicted: HARD1, actual: HARD1
2763. predicted: HARD1, actual: HARD1
2764. predicted: HARD1, actual: HARD1
2765. predicted: HARD1, actual: HARD1
2766. predicted: HARD1, actual: HARD1
2767. predicted: HARD1, actual: HARD1
2768. predicted: HARD1, actual: HARD1
2769. predicted: HARD1, actual: HARD1
2770. predicted: HARD1, actual: HARD1
2771. predicted: HARD1, actual: HARD1
2772. predicted: HARD1, actual: HARD1
2773. predicted: HARD1, actual: HARD1
2774. predicted: HARD1, actual: HARD1
2775. predicted: HARD1, actual: HARD1
2776. predicted: HARD1, actual: HARD1
2777. predicted: HARD1, actual: HARD1
2778. predicted: HARD1, actual: HARD1
2779. predicted: HARD1, actual: HARD1
2780. predicted: HARD1, actual: HARD1
2781. predicted: HARD1, actual: HARD1
2782. predicted: HARD1, actual: HARD1
2783. predicted: HARD1, actual: HARD1
2784. predicted: HARD1, actual: HARD1
2785. predicted: HARD1, actual: HARD1
2786. predicted: HARD1, actual: HARD1
2787. predicted: HARD1, actual: HARD1
2788. predicted: HARD3, actual: HARD1
2789. predicted: HARD1, actual: HARD1
2790. predicted: HARD1, actual: HARD1
2791. predicted: HARD1, actual: HARD1
2792. predicted: HARD1, actual: HARD1
2793. predicted: HARD1, actual: HARD1
2794. predicted: HARD1, actual: HARD1
2795. predicted: HARD1, actual: HARD1
2796. predicted: HARD1, actual: HARD1
2797. predicted: HARD1, actual: HARD1
2798. predicted: HARD1, actual: HARD1
2799. predicted: HARD3, actual: HARD1
2800. predicted: HARD1, actual: HARD1
0.9800071403070332
2801. predicted: HARD1, actual: HARD1
2802. predicted: HARD1, actual: HARD1
2803. predicted: HARD1, actual: HARD1
2804. predicted: HARD1, actual: HARD1
2805. predicted: HARD1, actual: HARD1
2806. predicted: HARD1, actual: HARD1
2807. predicted: HARD1, actual: HARD1
2808. predicted: HARD1, actual: HARD1
2809. predicted: HARD1, actual: HARD1
2810. predicted: HARD1, actual: HARD1
2811. predicted: HARD1, actual: HARD1
2812. predicted: HARD1, actual: HARD1
2813. predicted: HARD1, actual: HARD1
2814. predicted: HARD1, actual: HARD1
2815. predicted: HARD1, actual: HARD1
2816. predicted: HARD1, actual: HARD1
2817. predicted: HARD1, actual: HARD1
2818. predicted: HARD1, actual: HARD1
2819. predicted: HARD1, actual: HARD1
2820. predicted: HARD1, actual: HARD1
2821. predicted: HARD1, actual: HARD1
2822. predicted: HARD1, actual: HARD1
2823. predicted: HARD1, actual: HARD1
2824. predicted: HARD1, actual: HARD1
2825. predicted: HARD1, actual: HARD1
2826. predicted: HARD1, actual: HARD1
2827. predicted: HARD1, actual: HARD1
2828. predicted: HARD1, actual: HARD1
2829. predicted: HARD1, actual: HARD1
2830. predicted: HARD1, actual: HARD1
2831. predicted: HARD1, actual: HARD1
